#,fault_id,created,message,updated,url
701,16410,2021-11-27 23:34:17.649000,"org.jsoup.HttpStatusException: HTTP error fetching URL. Status=503, URL=https://www.matchmoney.com.gr/match/aris-pas-giannina-20-11-21-19-30-prognostika-stoichimatos/",,aris-pas-giannina-20-11-21-19-30-prognostika-stoichimatos
702,14197,2021-11-13 13:14:41.854000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CHL""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/oyn-espaniola-palestino-9-11-21-01-30-prognostika-stoichimatos/""> ΟΥΝ. ΕΣΠΑΝΙΟΛΑ - ΠΑΛΕΣΤΙΝΟ </a></td>
 <td> Χιλή - Α' "
703,14198,2021-11-13 13:14:41.863000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/avai-csa-9-11-21-01-00-prognostika-stoichimatos/""> ΑΒΑΪ́ - CSA </a></td>
 <td> Βραζιλία - Β' Βραζιλίας</td>
 <td> 19:1"
704,14199,2021-11-13 13:14:41.871000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/sapekoense-flamengko-9-11-21-01-00-prognostika-stoichimatos/""> ΣΑΠΕΚΟΕΝΣΕ - ΦΛΑΜΕΝΓΚΟ </a></td>
 <td> Βραζιλία - Α' Βρα"
705,14200,2021-11-13 13:14:41.880000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CHL""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/antofagasta-la-serena-8-11-21-23-00-prognostika-stoichimatos/""> ΑΝΤΟΦΑΓΑΣΤΑ - ΛΑ ΣΕΡΕΝΑ </a></td>
 <td> Χιλή - Α' Χιλής"
706,14201,2021-11-13 13:14:41.892000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ECU""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/manta-9-nte-oktoympre-9-11-21-02-00-prognostika-stoichimatos/""> ΜΑΝΤΑ - 9 ΝΤΕ ΟΚΤΟΥΜΠΡΕ </a></td>
 <td> Ισημερινός - Α'"
707,14202,2021-11-13 13:14:41.903000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ARG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/alntosivi-mpoka-9-11-21-02-15-stoichima/""> ΑΛΝΤΟΣΙΒΙ - ΜΠΟΚΑ </a></td>
 <td> Αργεντινή - Α' Αργεντινής</td>
 <td> 13:31"
708,14203,2021-11-13 13:14:41.914000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ARG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/oyrakan-archentinos-9-11-21-00-00-stoichima/""> ΟΥΡΑΚΑΝ - ΑΡΧΕΝΤΙΝΟΣ </a></td>
 <td> Αργεντινή - Α' Αργεντινής</td>
 <td"
709,14204,2021-11-13 13:14:41.918000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/prokrimatika-moyntial-me-moneyback-kai-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 class="
710,14205,2021-11-13 13:14:41.927000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ARG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/nioyels-oynion-sf-8-11-21-21-45-stoichima/""> ΝΙΟΥΕΛΣ - ΟΥΝΙΟΝ ΣΦ </a></td>
 <td> Αργεντινή - Α' Αργεντινής</td>
 <td> 1"
711,14206,2021-11-13 13:14:41.935000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/ntagkenam-salfornt-8-11-21-21-45-amfirropi-machi-mprosta-stis-kameres/""> ΝΤΑΓΚΕΝΑΜ - ΣΑΛΦΟΡΝΤ </a></td>
 <td> Αγγλία - "
712,14207,2021-11-13 13:14:41.944000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ESP""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/tenerifi-chirona-8-11-21-22-00-stoichima/""> ΤΕΝΕΡΙΦΗ - ΧΙΡΟΝΑ </a></td>
 <td> Ισπανία - Β' Ισπανίας</td>
 <td> 00:51 08"
713,14208,2021-11-13 13:14:41.952000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CHL""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/la-kalera-oyatsipato-8-11-21-02-00-stoichima/""> ΛΑ ΚΑΛΕΡΑ - ΟΥΑΤΣΙΠΑΤΟ </a></td>
 <td> Χιλή - Α' Χιλής</td>
 <td> 15:34"
714,14209,2021-11-13 13:14:41.962000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/ponte-preta-kl-regkatas-8-11-21-01-30-stoichima/""> ΠΟΝΤΕ ΠΡΕΤΑ - ΚΛ. ΡΕΓΚΑΤΑΣ </a></td>
 <td> Βραζιλία - Β' Βραζιλίας</"
715,14210,2021-11-13 13:14:41.970000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seara-koyiampa-8-11-21-01-30-stoichima/""> ΣΕΑΡΑ - ΚΟΥΙΑΜΠΑ </a></td>
 <td> Βραζιλία - Α' Βραζιλίας</td>
 <td> 15:19 07/"
716,16411,2021-11-27 23:34:17.751000,"org.jsoup.HttpStatusException: HTTP error fetching URL. Status=503, URL=https://www.matchmoney.com.gr/match/nim-kevigi-20-11-21-20-00-prognostika-stoichimatos/",,nim-kevigi-20-11-21-20-00-prognostika-stoichimatos
717,14211,2021-11-13 13:14:43.387000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CHL""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/kompresal-everton-7-11-21-23-30-stoichima/""> ΚΟΜΠΡΕΣΑΛ - ΕΒΕΡΤΟΝ </a></td>
 <td> Χιλή - Α' Χιλής</td>
 <td> 15:06 07/11"
718,14212,2021-11-13 13:14:43.397000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/sampaio-pelotas-7-11-21-23-15-stoichima/""> ΣΑΜΠΑΪΟ - ΠΕΛΟΤΑΣ </a></td>
 <td> Βραζιλία - Β' Βραζιλίας</td>
 <td> 14:32 0"
719,14213,2021-11-13 13:14:43.406000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/vila-nova-gkoyarani-7-11-21-23-15-stoichima/""> ΒΙΛΑ ΝΟΒΑ - ΓΚΟΥΑΡΑΝΙ </a></td>
 <td> Βραζιλία - Β' Βραζιλίας</td>
 <td>"
720,14214,2021-11-13 13:14:43.417000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon IRE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/ntantalk-longkfornt-7-11-21-19-00-stoichima/""> ΝΤΑΝΤΑΛΚ - ΛΟΝΓΚΦΟΡΝΤ </a></td>
 <td> Ιρλανδία - Α' Ιρλανδίας</td>
 <td>"
721,14215,2021-11-13 13:14:43.424000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon IRE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/mpoemian-ntrochenta-7-11-21-19-00-stoichima/""> ΜΠΟΕΜΙΑΝ - ΝΤΡΟΧΕΝΤΑ </a></td>
 <td> Ιρλανδία - Α' Ιρλανδίας</td>
 <td> "
722,14216,2021-11-13 13:14:43.428000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/i-basket-league-me-ekatontades-eidika-stoichimata-paikton-kai-omadon/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 class="""
723,14217,2021-11-13 13:14:43.435000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Tipman; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Tipman,,"<tr>
 <td> <span class=""flag flag-icon MEX""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/poymas-kroyz-azoyl-8-11-21-01-00-stoichima/""> ΠΟΥΜΑΣ - ΚΡΟΥΖ ΑΖΟΥΛ </a></td>
 <td> Μεξικό - Α' Μεξικού</td>
 <td> 14:15"
724,14218,2021-11-13 13:14:43.442000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/mpai-a-sao-paoylo-7-11-21-23-15-stoichima/""> ΜΠΑΪ́Α - ΣΑΟ ΠΑΟΥΛΟ </a></td>
 <td> Βραζιλία - Α' Βραζιλίας</td>
 <td> 13"
725,14219,2021-11-13 13:14:43.450000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/vasko-mpotafogko-7-11-21-21-00-stoichima/""> ΒΑΣΚΟ - ΜΠΟΤΑΦΟΓΚΟ </a></td>
 <td> Βραζιλία - Β' Βραζιλίας</td>
 <td> 13:39"
726,14220,2021-11-13 13:14:43.457000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ECU""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/gkoyagiakil-int-ntel-vage-8-11-21-02-00-stoichima/""> ΓΚΟΥΑΓΙΑΚΙΛ - ΙΝΤ. ΝΤΕΛ ΒΑΓΕ </a></td>
 <td> Ισημερινός - Α' Ισημε"
727,14221,2021-11-13 13:14:43.465000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon MEX""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/santos-atl-san-loyis-8-11-21-03-06-stoichima/""> ΣΑΝΤΟΣ - ΑΤΛ. ΣΑΝ ΛΟΥΙΣ </a></td>
 <td> Μεξικό - Α' Μεξικού</td>
 <td> "
728,14222,2021-11-13 13:14:43.472000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CHL""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/o-chigkins-nioymplense-7-11-21-21-00-stoichima/""> Ο' ΧΙΓΚΙΝΣ - ΝΙΟΥΜΠΛΕΝΣΕ </a></td>
 <td> Χιλή - Α' Χιλής</td>
 <td> 1"
729,14223,2021-11-13 13:14:43.481000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon PRT""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/mpenfika-mpragka-7-11-21-23-15-stoichima/""> ΜΠΕΝΦΙΚΑ - ΜΠΡΑΓΚΑ </a></td>
 <td> Πορτογαλία - Α' Πορτογαλίας</td>
 <td> 1"
730,14224,2021-11-13 13:14:43.483000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/prokrimatika-moyntial-me-moneyback-kai-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 class="
731,14430,2021-11-13 18:43:52.650000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/i-basket-league-me-ekatontades-eidika-stoichimata-paikton-kai-omadon/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 class="""
732,14225,2021-11-13 13:14:43.490000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/mpragkantino-atl-paranaense-7-11-21-21-00-stoichima/""> ΜΠΡΑΓΚΑΝΤΙΝΟ - ΑΤΛ. ΠΑΡΑΝΑΕΝΣΕ </a></td>
 <td> Βραζιλία - Α' Βρα"
733,14226,2021-11-13 13:14:43.498000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ARG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/river-patronato-8-11-21-01-15-stoichima/""> ΡΙΒΕΡ - ΠΑΤΡΟΝΑΤΟ </a></td>
 <td> Αργεντινή - Α' Αργεντινής</td>
 <td> 13:10"
734,14227,2021-11-13 13:14:43.506000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon SCO""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/reintzers-ros-kaoynti-7-11-21-17-00-stoichima/""> ΡΕΪΝΤΖΕΡΣ - ΡΟΣ ΚΑΟΥΝΤΙ </a></td>
 <td> Σκωτία - Πρέμιερσιπ</td>
 <td>"
735,14228,2021-11-13 13:14:43.514000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon PRT""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/pasos-fereira-sportingk-7-11-21-21-00-stoichima/""> ΠΑΣΟΣ ΦΕΡΕΪΡΑ - ΣΠΟΡΤΙΝΓΚ </a></td>
 <td> Πορτογαλία - Α' Πορτογαλία"
736,14229,2021-11-13 13:14:43.521000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CZE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/sparta-pr-teplitse-7-11-21-19-00-stoichima/""> ΣΠΑΡΤΑ ΠΡ. - ΤΕΠΛΙΤΣΕ </a></td>
 <td> Τσεχία - Α' Τσεχίας</td>
 <td> 12:5"
737,14230,2021-11-13 13:14:43.529000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CZE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/parntoympitse-slavia-pr-7-11-21-16-00-stoichima/""> ΠΑΡΝΤΟΥΜΠΙΤΣΕ - ΣΛΑΒΙΑ ΠΡ. </a></td>
 <td> Τσεχία - Α' Τσεχίας</td>
"
738,14231,2021-11-13 13:14:45.024000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/santos-palmeiras-7-11-21-21-00-stoichima/""> ΣΑΝΤΟΣ - ΠΑΛΜΕΪΡΑΣ </a></td>
 <td> Βραζιλία - Α' Βραζιλίας</td>
 <td> 12:48"
739,14232,2021-11-13 13:14:45.034000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ECU""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/ligka-nte-kito-ntelfin-7-11-21-23-30-stoichima/""> ΛΙΓΚΑ ΝΤΕ ΚΙΤΟ - ΝΤΕΛΦΙΝ </a></td>
 <td> Ισημερινός - Α' Ισημερινού</"
740,14233,2021-11-13 13:14:45.044000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon FIN""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/oyloy-rovaniemi-7-11-21-16-00-stoichima/""> ΟΥΛΟΥ - ΡΟΒΑΝΙΕΜΙ </a></td>
 <td> Φινλανδία - Μπαράζ</td>
 <td> 12:46 07/11/"
741,14234,2021-11-13 13:14:45.054000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CZE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/zlin-giamplonets-7-11-21-16-00-stoichima/""> ΖΛΙΝ - ΓΙΑΜΠΛΟΝΕΤΣ </a></td>
 <td> Τσεχία - Α' Τσεχίας</td>
 <td> 12:44 07/"
742,14235,2021-11-13 13:14:45.063000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon CZE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/karvina-slovatsko-7-11-21-16-00-stoichima/""> ΚΑΡΒΙΝΑ - ΣΛΟΒΑΤΣΚΟ </a></td>
 <td> Τσεχία - Α' Τσεχίας</td>
 <td> 12:41 0"
743,14236,2021-11-13 13:14:45.065000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/i-basket-league-me-ekatontades-eidika-stoichimata-paikton-kai-omadon/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 class="""
744,14237,2021-11-13 13:14:45.073000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ARG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/velez-san-lorentzo-7-11-21-23-00-stoichima/""> ΒΕΛΕΖ - ΣΑΝ ΛΟΡΕΝΤΖΟ </a></td>
 <td> Αργεντινή - Α' Αργεντινής</td>
 <td>"
745,14238,2021-11-13 13:14:45.081000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon PRT""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/santa-klara-porto-7-11-21-19-00-stoichima/""> ΣΑΝΤΑ ΚΛΑΡΑ - ΠΟΡΤΟ </a></td>
 <td> Πορτογαλία - Α' Πορτογαλίας</td>
 <td>"
746,17011,2021-11-29 20:20:33.807000,java.lang.NullPointerException,,tranmir-stiveneitz-27-11-21-17-00-prognostika-stoichimatos
747,14239,2021-11-13 13:14:45.089000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon RUS""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/spartak-m-lokomotiv-m-7-11-21-18-00-stoichima/""> ΣΠΑΡΤΑΚ Μ. - ΛΟΚΟΜΟΤΙΒ Μ. </a></td>
 <td> Ρωσία - Α' Ρωσίας</td>
 <td>"
748,14240,2021-11-13 13:14:45.098000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon SCO""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/ntanti-seltik-7-11-21-14-00-stoichima/""> ΝΤΑΝΤΙ - ΣΕΛΤΙΚ </a></td>
 <td> Σκωτία - Πρέμιερσιπ</td>
 <td> 12:26 07/11/21<"
749,14241,2021-11-13 13:14:45.106000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ECU""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/tekniko-makara-7-11-21-21-00-stoichima/""> ΤΕΚΝΙΚΟ - ΜΑΚΑΡΑ </a></td>
 <td> Ισημερινός - Α' Ισημερινού</td>
 <td> 12:09 "
750,14242,2021-11-13 13:14:45.114000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/almere-nten-chaagk-7-11-21-13-15-stoichima/""> ΑΛΜΕΡΕ - ΝΤΕΝ ΧΑΑΓΚ </a></td>
 <td> Ολλανδία - Β' Ολλανδίας</td>
 <td> 12"
751,14243,2021-11-13 13:14:45.122000,org.springframework.orm.jpa.JpaSystemException: No default constructor for entity:  : com.milan.tipster.model.Team; nested exception is org.hibernate.InstantiationException: No default constructor for entity:  : com.milan.tipster.model.Team,,"<tr>
 <td> <span class=""flag flag-icon ARG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/sarmiento-sent-kordova-7-11-21-20-45-stoichima/""> ΣΑΡΜΙΕΝΤΟ - ΣΕΝΤ. ΚΟΡΔΟΒΑ </a></td>
 <td> Αργεντινή - Α' Αργεντινής</"
752,14244,2021-11-13 13:14:45.125000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/prokrimatika-moyntial-me-moneyback-kai-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 class="
