#,fault_id,created,message,updated,url
1,1857,2021-10-31 17:09:37.482000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/soygon-giegioy-7-8-21-14-00-stoichima/""> ΣΟΥΓΟΝ - ΓΙΕΓΙΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:19 06/0"
2,1859,2021-10-31 17:09:37.503000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seongknam-pochangk-7-8-21-14-00-stoichima/""> ΣΕΟΝΓΚΝΑΜ - ΠΟΧΑΝΓΚ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:"
3,1861,2021-10-31 17:09:37.532000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/oylsan-gkangkvon-7-8-21-14-00-stoichima/""> ΟΥΛΣΑΝ - ΓΚΑΝΓΚΒΟΝ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:18 "
4,1863,2021-10-31 17:09:37.547000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/gieonmpoyk-ntaegoy-7-8-21-13-00-stoichima/""> ΓΙΕΟΝΜΠΟΥΚ - ΝΤΑΕΓΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14"
5,1865,2021-10-31 17:09:37.558000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon NLD""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/nte-gkraafstsap-ronta-7-8-21-17-30-stoichima/""> ΝΤΕ ΓΚΡΑΑΦΣΤΣΑΠ - ΡΟΝΤΑ </a></td>
 <td> Ολλανδία - Β' Ολλανδίας</td>
 <"
6,1866,2021-10-31 17:09:37.564000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/o-athoryvos-mantalos-o-asygkratitos-kamara-kai-to-violi-toy-karlitos-oi-apodoseis-tis-stoiximan/"" class=""text-primary text-center"">
    <div class=""of"
7,1868,2021-10-31 17:09:37.683000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/koritimpa-gkoias-7-8-21-01-30-stoichima/""> ΚΟΡΙΤΙΜΠΑ - ΓΚΟΪΑΣ </a></td>
 <td> Βραζιλία - Β' Βραζιλίας</td>
 <td> 13:33 "
8,1872,2021-10-31 17:09:37.823000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon MEX""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/masatlan-monterei-7-8-21-03-00-stoichima/""> ΜΑΣΑΤΛΑΝ - ΜΟΝΤΕΡΕΪ </a></td>
 <td> Μεξικό - Α' Μεξικού</td>
 <td> 12:33 06"
9,1874,2021-10-31 17:09:37.856000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon COL""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/atl-oyila-kintio-7-8-21-04-05-stoichima/""> ΑΤΛ. ΟΥΙΛΑ - ΚΙΝΤΙΟ </a></td>
 <td> Κολομβία - Α' Κολομβίας</td>
 <td> 12:30"
10,1876,2021-10-31 17:09:37.868000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon PRT""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/sportingk-vizela-6-8-21-22-15-stoichima/""> ΣΠΟΡΤΙΝΓΚ - ΒΙΖΕΛΑ </a></td>
 <td> Πορτογαλία - Α' Πορτογαλίας</td>
 <td> 12"
11,1878,2021-10-31 17:09:37.880000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon ECU""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/koyenka-manta-7-8-21-03-00-stoichima/""> ΚΟΥΕΝΚΑ - ΜΑΝΤΑ </a></td>
 <td> Ισημερινός - Α' Ισημερινού</td>
 <td> 12:08 06/"
12,1879,2021-10-31 17:09:37.886000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/superleague-kai-eyropaika-protathlimata-me-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 cl"
13,1880,2021-10-31 17:09:37.916000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ARG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/nioyels-platense-7-8-21-03-15-stoichima/""> ΝΙΟΥΕΛΣ - ΠΛΑΤΕΝΣΕ </a></td>
 <td> Αργεντινή - Α' Αργεντινής</td>
 <td> 11:5"
14,1882,2021-10-31 17:09:37.926000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon PRY""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/gkoyarani-olimpia-7-8-21-02-30-stoichima/""> ΓΚΟΥΑΡΑΝΙ - ΟΛΙΜΠΙΑ </a></td>
 <td> Παραγουάη - Α' Παραγουάης</td>
 <td> 11"
15,1884,2021-10-31 17:09:37.957000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon BRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/gkoyarani-pelotas-7-8-21-01-00-stoichima/""> ΓΚΟΥΑΡΑΝΙ - ΠΕΛΟΤΑΣ </a></td>
 <td> Βραζιλία - Β' Βραζιλίας</td>
 <td> 11:2"
16,9016,2021-11-04 11:50:05.913000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/akringkton-goyigkan-18-9-21-17-00-stoichima/,,akringkton-goyigkan-18-9-21-17-00-stoichima
17,1887,2021-10-31 17:09:38.000000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon IRE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/nteri-ntrochenta-6-8-21-21-45-stoichima/""> ΝΤΕΡΙ - ΝΤΡΟΧΕΝΤΑ </a></td>
 <td> Ιρλανδία - Α' Ιρλανδίας</td>
 <td> 11:19 0"
18,1891,2021-10-31 22:46:39.557000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon FRA""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/gkrenompl-gkingkamp-7-8-21-20-00-stoichima/""> ΓΚΡΕΝΟΜΠΛ - ΓΚΙΝΓΚΑΜΠ </a></td>
 <td> Γαλλία - Β' Γαλλίας</td>
 <td> 21:2"
19,1896,2021-10-31 22:46:46.221000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/o-athoryvos-mantalos-o-asygkratitos-kamara-kai-to-violi-toy-karlitos-oi-apodoseis-tis-stoiximan/"" class=""text-primary text-center"">
    <div class=""of"
20,1905,2021-10-31 22:46:55.631000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/superleague-kai-eyropaika-protathlimata-me-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 cl"
21,1906,2021-10-31 22:46:55.665000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon CHE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/gkraschopers-lozani-7-8-21-21-30-stoichima/""> ΓΚΡΑΣΧΟΠΕΡΣ - ΛΩΖΑΝΗ </a></td>
 <td> Ελβετία - Α' Ελβετίας</td>
 <td> 15:"
22,1908,2021-10-31 22:46:55.694000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon CHE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/sion-gioyngk-mpois-7-8-21-19-00-stoichima/""> ΣΙΟΝ - ΓΙΟΥΝΓΚ ΜΠΟΪΣ </a></td>
 <td> Ελβετία - Α' Ελβετίας</td>
 <td> 15:2"
23,1910,2021-10-31 22:46:55.711000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seoyl-gkoyangktzoy-8-8-21-14-00-stoichima/""> ΣΕΟΥΛ - ΓΚΟΥΑΝΓΚΤΖΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14"
24,1912,2021-10-31 22:46:55.728000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/intseon-soyon-siti-8-8-21-14-00-stoichima/""> ΙΝΤΣΕΟΝ - ΣΟΥΟΝ ΣΙΤΙ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14"
25,1914,2021-10-31 22:46:55.747000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/soygon-giegioy-7-8-21-14-00-stoichima/""> ΣΟΥΓΟΝ - ΓΙΕΓΙΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:19 06/0"
26,1916,2021-10-31 22:46:55.762000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seongknam-pochangk-7-8-21-14-00-stoichima/""> ΣΕΟΝΓΚΝΑΜ - ΠΟΧΑΝΓΚ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:"
27,1920,2021-10-31 22:51:49.429000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/o-athoryvos-mantalos-o-asygkratitos-kamara-kai-to-violi-toy-karlitos-oi-apodoseis-tis-stoiximan/"" class=""text-primary text-center"">
    <div class=""of"
28,1921,2021-10-31 22:51:49.448000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/superleague-kai-eyropaika-protathlimata-me-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 cl"
29,1925,2021-10-31 22:51:49.558000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seoyl-gkoyangktzoy-8-8-21-14-00-stoichima/""> ΣΕΟΥΛ - ΓΚΟΥΑΝΓΚΤΖΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14"
30,1927,2021-10-31 22:51:49.575000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/intseon-soyon-siti-8-8-21-14-00-stoichima/""> ΙΝΤΣΕΟΝ - ΣΟΥΟΝ ΣΙΤΙ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14"
31,1929,2021-10-31 22:51:49.594000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/soygon-giegioy-7-8-21-14-00-stoichima/""> ΣΟΥΓΟΝ - ΓΙΕΓΙΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:19 06/0"
32,1931,2021-10-31 22:51:49.616000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seongknam-pochangk-7-8-21-14-00-stoichima/""> ΣΕΟΝΓΚΝΑΜ - ΠΟΧΑΝΓΚ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:"
33,12872,2021-11-04 17:33:43.516000,java.lang.NullPointerException: Score!,,ros-kaoynti-chimpernian-30-10-21-17-00-stoichima
34,1939,2021-10-31 23:16:53.637000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/o-athoryvos-mantalos-o-asygkratitos-kamara-kai-to-violi-toy-karlitos-oi-apodoseis-tis-stoiximan/"" class=""text-primary text-center"">
    <div class=""of"
35,1947,2021-10-31 23:16:53.737000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/superleague-kai-eyropaika-protathlimata-me-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 cl"
36,1952,2021-10-31 23:16:53.777000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seoyl-gkoyangktzoy-8-8-21-14-00-stoichima/""> ΣΕΟΥΛ - ΓΚΟΥΑΝΓΚΤΖΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14"
37,1954,2021-10-31 23:16:53.789000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/intseon-soyon-siti-8-8-21-14-00-stoichima/""> ΙΝΤΣΕΟΝ - ΣΟΥΟΝ ΣΙΤΙ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14"
38,1956,2021-10-31 23:16:53.803000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/soygon-giegioy-7-8-21-14-00-stoichima/""> ΣΟΥΓΟΝ - ΓΙΕΓΙΟΥ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:19 06/0"
39,1958,2021-10-31 23:16:53.813000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon KOR""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/seongknam-pochangk-7-8-21-14-00-stoichima/""> ΣΕΟΝΓΚΝΑΜ - ΠΟΧΑΝΓΚ </a></td>
 <td> Ν. Κορέα - A' N. Κορέας</td>
 <td> 14:"
40,1983,2021-10-31 23:33:30.088000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/o-athoryvos-mantalos-o-asygkratitos-kamara-kai-to-violi-toy-karlitos-oi-apodoseis-tis-stoiximan/"" class=""text-primary text-center"">
    <div class=""of"
41,1990,2021-10-31 23:33:30.201000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon AUT""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/85973/""> ΚΛΑΓΚΕΝΦΟΥΡΤ - ΧΑΡΤΜΠΕΡΓΚ </a></td>
 <td> Αυστρία - Α' Αυστρίας</td>
 <td> 22:20 06/08/21</td>
</tr>"
42,1991,2021-10-31 23:33:30.204000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/superleague-kai-eyropaika-protathlimata-me-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 cl"
43,2025,2021-11-01 00:00:06.444000,org.springframework.transaction.TransactionSystemException: Could not commit JPA transaction; nested exception is javax.persistence.RollbackException: Error while committing the transaction,,"<tr>
 <td> <span class=""flag flag-icon IRE""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/goyoterfornt-mpoemian-7-8-21-16-00-stoichima/""> ΓΟΥΟΤΕΡΦΟΡΝΤ - ΜΠΟΕΜΙΑΝ </a></td>
 <td> Ιρλανδία - Α' Ιρλανδίας</td>
 <"
44,2027,2021-11-01 00:00:06.507000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon FIN""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/oyloy-mariechamn-7-8-21-15-00-stoichima/""> ΟΥΛΟΥ - ΜΑΡΙΕΧΑΜΝ </a></td>
 <td> Φινλανδία - Α' Φινλανδίας</td>
 <td> 03:49"
45,2028,2021-11-01 00:00:06.556000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/tranmir-goyolsol-7-8-21-17-00-stoichima/""> ΤΡΑΝΜΙΡ - ΓΟΥΟΛΣΟΛ </a></td>
 <td> Αγγλία - Λιγκ 2</td>
 <td> 03:36 07/08/21"
46,2029,2021-11-01 00:00:06.561000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/o-athoryvos-mantalos-o-asygkratitos-kamara-kai-to-violi-toy-karlitos-oi-apodoseis-tis-stoiximan/"" class=""text-primary text-center"">
    <div class=""of"
47,2034,2021-11-01 00:00:06.659000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/salfornt-leiton-or-7-8-21-17-00-stoichima/""> ΣΑΛΦΟΡΝΤ - ΛΕΪΤΟΝ ΟΡ. </a></td>
 <td> Αγγλία - Λιγκ 2</td>
 <td> 02:42 07/"
48,2038,2021-11-01 00:00:06.700000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/northampton-port-veil-7-8-21-17-00-stoichima/""> ΝΟΡΘΑΜΠΤΟΝ - ΠΟΡΤ ΒΕΪΛ </a></td>
 <td> Αγγλία - Λιγκ 2</td>
 <td> 01:43"
49,2039,2021-11-01 00:00:06.724000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/mansfilnt-mpristol-r-7-8-21-17-00-stoichima/""> ΜΑΝΣΦΙΛΝΤ - ΜΠΡΙΣΤΟΛ Ρ. </a></td>
 <td> Αγγλία - Λιγκ 2</td>
 <td> 01:35"
50,12946,2021-11-04 17:38:10.379000,java.io.IOException: Underlying input stream returned zero bytes,,loygo-sp-chichon-30-10-21-19-15-stoichima
51,2041,2021-11-01 00:00:06.740000,"java.lang.IndexOutOfBoundsException: Index: 1, Size: 1",,"<tr>
 <td colspan=""4"">
  <div class=""py-2 clearfix""> 
   <a href=""https://www.matchmoney.com.gr/offers/superleague-kai-eyropaika-protathlimata-me-0-gkaniota-sto-pamestoixima-gr/"" class=""text-primary text-center"">
    <div class=""offer-text"">
     <h2 cl"
52,2043,2021-11-01 00:00:06.756000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/charogkeit-rotsnteil-7-8-21-17-00-stoichima/""> ΧΑΡΟΓΚΕΪΤ - ΡΟΤΣΝΤΕΪΛ </a></td>
 <td> Αγγλία - Λιγκ 2</td>
 <td> 00:51 0"
53,2044,2021-11-01 00:00:06.781000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/forest-gkrin-saton-7-8-21-17-00-stoichima/""> ΦΟΡΕΣΤ ΓΚΡΙΝ - ΣΑΤΟΝ </a></td>
 <td> Αγγλία - Λιγκ 2</td>
 <td> 00:19 07/0"
54,2045,2021-11-01 00:00:06.801000,org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; constraint [team_competition_pkey]; nested exception is org.hibernate.exception.ConstraintViolationException: could not execute statement,,"<tr>
 <td> <span class=""flag flag-icon ENG""></span></td>
 <td style=""font-weight: 900;""> <a href=""https://www.matchmoney.com.gr/match/exeter-mprantfornt-7-8-21-17-00-stoichima/""> ΕΞΕΤΕΡ - ΜΠΡΑΝΤΦΟΡΝΤ </a></td>
 <td> Αγγλία - Λιγκ 2</td>
 <td> 23:52 06/0"
55,2052,2021-11-01 00:17:23.018000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/vernamo-eskilstoyna-7-8-21-18-00-stoichima/,,vernamo-eskilstoyna-7-8-21-18-00-stoichima
56,2053,2021-11-01 00:17:31.219000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/kotka-elsinki-7-8-21-17-00-stoichima/,,kotka-elsinki-7-8-21-17-00-stoichima
57,2054,2021-11-01 00:17:41.281000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/stiveneitz-mparooy-7-8-21-17-00-stoichima/,,stiveneitz-mparooy-7-8-21-17-00-stoichima
58,2055,2021-11-01 00:17:50.224000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/skanthorp-soyinton-7-8-21-17-00-stoichima/,,skanthorp-soyinton-7-8-21-17-00-stoichima
59,2056,2021-11-01 00:18:01.546000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/olntam-nioyport-7-8-21-17-00-stoichima/,,olntam-nioyport-7-8-21-17-00-stoichima
60,2057,2021-11-01 00:18:10.684000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/chartlpoyl-krooyli-7-8-21-17-00-stoichima/,,chartlpoyl-krooyli-7-8-21-17-00-stoichima
61,2058,2021-11-01 00:18:23.956000,com.milan.tipster.error.exception.TipsterException: Tipman not found for game - https://www.matchmoney.com.gr/match/lester-man-siti-7-8-21-19-15-welcome-gkrilis-kein-stand-by-mesi-no/,,lester-man-siti-7-8-21-19-15-welcome-gkrilis-kein-stand-by-mesi-no
