#,competition_id,code,fetch_status,label,name,name_gr,rank,nobet_count,overall_match_count,overall_rating,overall_score,overall_tip_count,tipsdnb,tips_lost,tips_won,unknown_count,season,type,country,overall_coefficient,new_coefficient
151,1025,argentina-b,PARTLY_FETCHED,,Чемпионат Аргентины. Вторая лига,Β ΑΡΓΕΝΤΙΝΗΣ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,23,0,0
152,1609,iran-persian-gulf-pro-league,PARTLY_FETCHED,,Чемпионат Ирана,ΙΡΑΝ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,56,0,0
153,984,finland-ykkonen,PARTLY_FETCHED,,Чемпионат Финляндии. Юккёнен,Β ΦΙΝΛΑΝΔΙΑΣ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,22,0,0
154,1577,algeria-a,PARTLY_FETCHED,,Чемпионат алжир,ΑΛΓΕΡΙΑ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,54,0,0
155,556,belgium-proximus-league,PARTLY_FETCHED,,Чемпионат Бельгии. Вторая лига,Β ΒΕΛΓΙΟΥ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,2379,0,0
156,1358,euro-u21,PARTLY_FETCHED,,Чемпионат Европы до 21 года,EURO U21,1000,0,0,0,0,0,0,0,0,0,_2021_2022,INTERNATIONAL,2929,0,0
157,1336,china-cup,PARTLY_FETCHED,,Кубок Китая,ΚΥΠΕΛΛΟ ΚΙΝΑΣ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,CUP,36,0,0
158,1594,uae-pro-league,PARTLY_FETCHED,,Чемпионат ОАЭ,Η.Α.Ε.,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,55,0,0
159,582,denmark-b,PARTLY_FETCHED,,Чемпионат Дании. Вторая лига,Β ΔΑΝΙΑΣ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,9,0,0
160,1431,croatia-a,PARTLY_FETCHED,,Чемпионат Хорватии,ΚΡΟΑΤΙΑ,1000,0,0,0,0,0,0,0,0,0,_2021_2022,LEAGUE,43,0,0
161,952,turkish-cup,PARTLY_FETCHED,"",Кубок Турции,ΤΟΥΡΚΙΑ - ΣΟΥΠΕΡ ΚΑΠ ΤΟΥΡΚΙΑΣ,9,2,5,697,695.6969801980198,3,0,0,3,0,_2021_2022,CUP,20,0.54,1.08
162,1174,colombia-copa-aguila,PARTLY_FETCHED,"",Кубок Колумбии,ΚΟΛΟΜΒΙΑ - ΚΥΠΕΛΛΟ ΚΟΛΟΜΒΙΑΣ,48,21,93,267,181.51518890936913,72,0,36,36,0,_2021_2022,CUP,28,19.730188909369126,51.070065360188885
163,656,cyprus-cup,PARTLY_FETCHED,"",Кубок Кипра,ΚΥΠΡΟΣ - ΚΥΠΕΛΛΟ ΚΥΠΡΟΥ,45,15,42,282,218.86055282724288,27,0,12,15,0,_2021_2022,CUP,12,7.526978653530376,30.529819376026285
164,1354,nations-league-a,PARTLY_FETCHED,"",Лига Наций УЕФА група A,ΔΙΕΘΝΗ - NATIONS LEAGUE GROUP A,95,1,10,11,15.29131288534341,9,0,9,0,0,_2021_2022,INTERNATIONAL,2929,1.9939702280007536,0.6551724137931034
